id,ChallengeId,text,order,unlocked,createdAt,updatedAt
30,10,Try to exploit the contract of the wallet.,NULL,0,2026-03-09 16:03:06.153 +00:00,2026-03-09 16:03:06.153 +00:00
31,11,It is just as easy as finding the Score Board.,NULL,0,2026-03-09 16:03:06.156 +00:00,2026-03-09 16:03:06.156 +00:00
32,12,The feature you need to exploit for this challenge is not directly advertised anywhere.,NULL,0,2026-03-09 16:03:06.159 +00:00,2026-03-09 16:03:06.159 +00:00
33,12,"As the Juice Shop is written in pure Javascript, there is one data format that is most probably used for serialization.",NULL,0,2026-03-09 16:03:06.159 +00:00,2026-03-09 16:03:06.159 +00:00
34,12,You should try to make the server busy for all eternity.,NULL,0,2026-03-09 16:03:06.159 +00:00,2026-03-09 16:03:06.159 +00:00
35,12,The challenge will be solved if you manage to trigger the protection of the application against a very specific DoS attack vector.,NULL,0,2026-03-09 16:03:06.159 +00:00,2026-03-09 16:03:06.159 +00:00
36,12,"Similar to the ""Let the server sleep for some time"" challenge (which accepted nothing but NoSQL Injection as a solution) this challenge will only accept proper RCE as a solution. It cannot be solved by simply hammering the server with requests. That would probably just kill your server instance.",NULL,0,2026-03-09 16:03:06.159 +00:00,2026-03-09 16:03:06.159 +00:00
37,13,"After finding a CAPTCHA bypass, write a script that automates feedback submission. Or open many browser tabs and be really quick.",NULL,0,2026-03-09 16:03:06.162 +00:00,2026-03-09 16:03:06.162 +00:00
38,13,"You could prepare 10 browser tabs, solving every CAPTCHA and filling out the each feedback form. Then you’d need to very quickly switch through the tabs and submit the forms in under 20 seconds total.",NULL,0,2026-03-09 16:03:06.162 +00:00,2026-03-09 16:03:06.162 +00:00
39,13,"Should the Juice Shop ever decide to change the challenge into ""Submit 100 or more customer feedbacks within 60 seconds"" or worse, you’d probably have a hard time keeping up with any tab-switching approach.",NULL,0,2026-03-09 16:03:06.162 +00:00,2026-03-09 16:03:06.162 +00:00
40,13,Investigate closely how the CAPTCHA mechanism works and try to find either a bypass or some automated way of solving it dynamically.,NULL,0,2026-03-09 16:03:06.162 +00:00,2026-03-09 16:03:06.162 +00:00
41,13,Wrap this into a script (in whatever programming language you prefer) that repeats this 10 times.,NULL,0,2026-03-09 16:03:06.162 +00:00,2026-03-09 16:03:06.162 +00:00
42,14,In previous releases this challenge was wrongly accused of being based on CSRF.,NULL,0,2026-03-09 16:03:06.166 +00:00,2026-03-09 16:03:06.166 +00:00
43,14,It might also have been put into the Improper Input Validation category.,NULL,0,2026-03-09 16:03:06.166 +00:00,2026-03-09 16:03:06.166 +00:00
44,14,"Bender’s current password is so strong that brute force, rainbow table or guessing attacks will probably not work.",NULL,0,2026-03-09 16:03:06.166 +00:00,2026-03-09 16:03:06.166 +00:00
45,15,Find out how the application handles unavailable products and try to find a loophole.,NULL,0,2026-03-09 16:03:06.169 +00:00,2026-03-09 16:03:06.169 +00:00
46,15,Find out how the application hides deleted products from its customers.,NULL,0,2026-03-09 16:03:06.169 +00:00,2026-03-09 16:03:06.169 +00:00
47,15,Try to craft an attack string that makes deleted products visible again.,NULL,0,2026-03-09 16:03:06.169 +00:00,2026-03-09 16:03:06.169 +00:00
48,15,You need to get the deleted product into your shopping cart and trigger the Checkout.,NULL,0,2026-03-09 16:03:06.169 +00:00,2026-03-09 16:03:06.169 +00:00
49,15,Neither of the above can be achieved through the application frontend and it might even require (half-)Blind SQL Injection.,NULL,0,2026-03-09 16:03:06.169 +00:00,2026-03-09 16:03:06.169 +00:00
50,16,"What is even ""better"" than a legacy page with a homegrown RegEx sanitizer? Having CSP injection issues on the exact same page as well!",NULL,0,2026-03-09 16:03:06.173 +00:00,2026-03-09 16:03:06.173 +00:00
51,16,Find a screen in the application that looks subtly odd and dated compared with all other screens.,NULL,0,2026-03-09 16:03:06.173 +00:00,2026-03-09 16:03:06.173 +00:00
52,16,"Before trying any XSS attacks, you should understand how the page is setting its Content Security Policy.",NULL,0,2026-03-09 16:03:06.173 +00:00,2026-03-09 16:03:06.173 +00:00
53,16,"For the subsequent XSS, make good use of the flaws in the homegrown sanitization based on a RegEx!",NULL,0,2026-03-09 16:03:06.173 +00:00,2026-03-09 16:03:06.173 +00:00
54,17,There are only some input fields in the Juice Shop forms that validate their input.,NULL,0,2026-03-09 16:03:06.177 +00:00,2026-03-09 16:03:06.177 +00:00
55,17,Even less of these fields are persisted in a way where their content is shown on another screen.,NULL,0,2026-03-09 16:03:06.177 +00:00,2026-03-09 16:03:06.177 +00:00
56,17,Bypassing client-side security can typically be done by either disabling it on the client (i.e. in the browser by manipulating the DOM tree) or by ignoring it completely and interacting with the backend instead.,NULL,0,2026-03-09 16:03:06.177 +00:00,2026-03-09 16:03:06.177 +00:00
57,18,Analyze and tamper with links in the application that deliver a file directly.,NULL,0,2026-03-09 16:03:06.181 +00:00,2026-03-09 16:03:06.181 +00:00
58,18,The file you are looking for is not protected in any way. Once you found it you can also access it.,NULL,0,2026-03-09 16:03:06.181 +00:00,2026-03-09 16:03:06.181 +00:00
59,19,Look for an input field where its content appears in the HTML when its form is submitted.,NULL,0,2026-03-09 16:03:06.184 +00:00,2026-03-09 16:03:06.184 +00:00
60,19,"This challenge is almost indistinguishable from ""Perform a reflected XSS attack"" if you do not look ""under the hood"" to find out what the application actually does with the user input.",NULL,0,2026-03-09 16:03:06.185 +00:00,2026-03-09 16:03:06.185 +00:00
61,20,Find out where this information could come from. Then craft an attack string against an endpoint that offers an unnecessary way to filter data.,NULL,0,2026-03-09 16:03:06.188 +00:00,2026-03-09 16:03:06.188 +00:00
62,20,Find out which database system is in use and where it would usually store its schema definitions.,NULL,0,2026-03-09 16:03:06.188 +00:00,2026-03-09 16:03:06.188 +00:00
63,20,Craft a UNION SELECT attack string to join the relevant data from any such identified system table into the original result.,NULL,0,2026-03-09 16:03:06.188 +00:00,2026-03-09 16:03:06.188 +00:00
64,20,"You might have to tackle some query syntax issues step-by-step, basically hopping from one error to the next.",NULL,0,2026-03-09 16:03:06.188 +00:00,2026-03-09 16:03:06.188 +00:00
65,20,"As with ""Order the Christmas special offer of 2014"" this cannot be achieved through the application frontend.",NULL,0,2026-03-09 16:03:06.188 +00:00,2026-03-09 16:03:06.188 +00:00
66,21,The developers who disabled the interface think they could go invisible by just closing their eyes.,NULL,0,2026-03-09 16:03:06.193 +00:00,2026-03-09 16:03:06.193 +00:00
67,21,The old B2B interface was replaced with a more modern version recently.,NULL,0,2026-03-09 16:03:06.193 +00:00,2026-03-09 16:03:06.193 +00:00
68,21,"When deprecating the old interface, not all of its parts were cleanly removed from the code base.",NULL,0,2026-03-09 16:03:06.193 +00:00,2026-03-09 16:03:06.193 +00:00
69,21,Simply using the deprecated interface suffices to solve this challenge. No attack or exploit is necessary.,NULL,0,2026-03-09 16:03:06.193 +00:00,2026-03-09 16:03:06.193 +00:00
70,22,"If you solved one of the four file access challenges, you already know where to find the easter egg.",NULL,0,2026-03-09 16:03:06.199 +00:00,2026-03-09 16:03:06.199 +00:00
71,22,Simply reuse the trick that already worked for the files above.,NULL,0,2026-03-09 16:03:06.199 +00:00,2026-03-09 16:03:06.199 +00:00
72,23,Try to find and attack an endpoint that responds with user information. SQL Injection is not the solution here.,NULL,0,2026-03-09 16:03:06.204 +00:00,2026-03-09 16:03:06.204 +00:00
73,23,What ways are there to access data from a web application cross-domain?,NULL,0,2026-03-09 16:03:06.204 +00:00,2026-03-09 16:03:06.204 +00:00
74,23,This challenge uses an old way which is no longer recommended.,NULL,0,2026-03-09 16:03:06.204 +00:00,2026-03-09 16:03:06.204 +00:00
75,24,Consider intercepting and playing with the request payload.,NULL,0,2026-03-09 16:03:06.207 +00:00,2026-03-09 16:03:06.207 +00:00
76,25,"Try to create the needed user ""out of thin air"".",NULL,0,2026-03-09 16:03:06.210 +00:00,2026-03-09 16:03:06.210 +00:00
77,25,"The user literally needs to be ephemeral as in ""lasting for only a short time"".",NULL,0,2026-03-09 16:03:06.210 +00:00,2026-03-09 16:03:06.210 +00:00
78,25,"Registering normally with the user’s email address will then obviously not solve this challenge. The Juice Shop will not even let you register as acc0unt4nt@juice-sh.op, as this would make the challenge unsolvable for you.",NULL,0,2026-03-09 16:03:06.210 +00:00,2026-03-09 16:03:06.210 +00:00
79,25,"Getting the user into the database some other way will also fail to solve this challenge. In case you somehow managed to do so, you need to restart the Juice Shop application in order to wipe the database and make the challenge solvable again.",NULL,0,2026-03-09 16:03:06.210 +00:00,2026-03-09 16:03:06.210 +00:00
80,25,The fact that this challenge is in the Injection category should already give away the intended approach.,NULL,0,2026-03-09 16:03:06.210 +00:00,2026-03-09 16:03:06.210 +00:00
81,26,Try to submit bad input to forms. Alternatively tamper with URL paths or parameters.,NULL,0,2026-03-09 16:03:06.214 +00:00,2026-03-09 16:03:06.214 +00:00
82,26,This challenge actually triggers from various possible error conditions.,NULL,0,2026-03-09 16:03:06.214 +00:00,2026-03-09 16:03:06.214 +00:00
83,26,You can try to submit bad input to forms to provoke an improper error handling.,NULL,0,2026-03-09 16:03:06.214 +00:00,2026-03-09 16:03:06.214 +00:00
84,26,Tampering with URL paths or parameters might also trigger an unforeseen error.,NULL,0,2026-03-09 16:03:06.214 +00:00,2026-03-09 16:03:06.214 +00:00
85,27,Try to identify past special event or holiday campaigns of the shop first.,NULL,0,2026-03-09 16:03:06.218 +00:00,2026-03-09 16:03:06.218 +00:00
86,27,Look for clues about the past campaign or holiday event somewhere in the application.,NULL,0,2026-03-09 16:03:06.219 +00:00,2026-03-09 16:03:06.219 +00:00
87,27,Solving this challenge does not require actual time traveling.,NULL,0,2026-03-09 16:03:06.219 +00:00,2026-03-09 16:03:06.219 +00:00
88,28,First you should find out how the languages are technically changed in the user interface.,NULL,0,2026-03-09 16:03:06.222 +00:00,2026-03-09 16:03:06.222 +00:00
89,28,Guessing will most definitely not work in this challenge.,NULL,0,2026-03-09 16:03:06.222 +00:00,2026-03-09 16:03:06.222 +00:00
90,28,"Brute force is not the only option for this challenge, but a perfectly viable one.",NULL,0,2026-03-09 16:03:06.222 +00:00,2026-03-09 16:03:06.222 +00:00
91,28,Investigate online what languages are actually available.,NULL,0,2026-03-09 16:03:06.222 +00:00,2026-03-09 16:03:06.222 +00:00
92,29,"Once you found admin section of the application, this challenge is almost trivial.",NULL,0,2026-03-09 16:03:06.226 +00:00,2026-03-09 16:03:06.226 +00:00
93,29,Nothing happens when you try to delete feedback entries? Check the JavaScript console for errors!,NULL,0,2026-03-09 16:03:06.226 +00:00,2026-03-09 16:03:06.226 +00:00
94,30,Try either a) a knowledgeable brute force attack or b) reverse engineering or c) some research in the cloud.,NULL,0,2026-03-09 16:03:06.229 +00:00,2026-03-09 16:03:06.229 +00:00
95,30,One viable solution would be to reverse-engineer how coupon codes are generated and craft your own 80% coupon by using the same (or at least similar) implementation.,NULL,0,2026-03-09 16:03:06.230 +00:00,2026-03-09 16:03:06.230 +00:00
96,30,Another possible solution might be harvesting as many previous coupon as possible and look for patterns that might give you a leverage for a brute force attack.,NULL,0,2026-03-09 16:03:06.230 +00:00,2026-03-09 16:03:06.230 +00:00
97,30,"If all else fails, you could still try to blindly brute force the coupon code field before checkout.",NULL,0,2026-03-09 16:03:06.230 +00:00,2026-03-09 16:03:06.230 +00:00
98,31,You can solve this by tampering with the user interface or by intercepting the communication with the RESTful backend.,NULL,0,2026-03-09 16:03:06.234 +00:00,2026-03-09 16:03:06.234 +00:00
99,31,"To find the client-side leverage point, closely analyze the HTML form used for feedback submission.",NULL,0,2026-03-09 16:03:06.234 +00:00,2026-03-09 16:03:06.234 +00:00
100,31,The backend-side leverage point is similar to some of the XSS challenges found in OWASP Juice Shop.,NULL,0,2026-03-09 16:03:06.234 +00:00,2026-03-09 16:03:06.234 +00:00
101,32,Observe the flow of product review posting and editing and see if you can exploit it.,NULL,0,2026-03-09 16:03:06.238 +00:00,2026-03-09 16:03:06.238 +00:00
102,32,This challenge can be solved by using developers tool of your browser or with tools like postman.,NULL,0,2026-03-09 16:03:06.238 +00:00,2026-03-09 16:03:06.238 +00:00
103,32,Analyze the form used for review submission and try to find a leverage point.,NULL,0,2026-03-09 16:03:06.238 +00:00,2026-03-09 16:03:06.238 +00:00
104,32,"This challenge is pretty similar to ""Post some feedback in another user’s name"" challenge.",NULL,0,2026-03-09 16:03:06.238 +00:00,2026-03-09 16:03:06.238 +00:00
105,33,This challenge is explicitly not about acquiring the RSA private key used for JWT signing.,NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
106,33,The three generic hints from Forge an essentially unsigned JWT token also help with this challenge.,NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
107,33,"Instead of enforcing no encryption to be applied, try to apply a more sophisticated exploit against the JWT libraries used in the Juice Shop.",NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
108,33,Getting your hands on the public RSA key the application employs for its JWTs is mandatory for this challenge.,NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
109,33,"Finding the corresponding private key should actually be impossible, but that obviously doesn’t make this challenge unsolvable.",NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
110,33,Make sure your JWT is URL safe!,NULL,0,2026-03-09 16:03:06.242 +00:00,2026-03-09 16:03:06.242 +00:00
111,34,You need to trick a security mechanism into thinking that the file you want has a valid file type.,NULL,0,2026-03-09 16:03:06.248 +00:00,2026-03-09 16:03:06.248 +00:00
112,34,Analyze and tamper with links in the application that deliver a file directly.,NULL,0,2026-03-09 16:03:06.248 +00:00,2026-03-09 16:03:06.248 +00:00
113,34,The file is not directly accessible because a security mechanism prevents access to it.,NULL,0,2026-03-09 16:03:06.248 +00:00,2026-03-09 16:03:06.248 +00:00
114,34,You need to trick the security mechanism into thinking that the file has a valid file type.,NULL,0,2026-03-09 16:03:06.248 +00:00,2026-03-09 16:03:06.248 +00:00
115,34,For this challenge there is only one approach to pull this trick.,NULL,0,2026-03-09 16:03:06.248 +00:00,2026-03-09 16:03:06.248 +00:00
116,35,You need to trick a security mechanism into thinking that the file you want has a valid file type.,NULL,0,2026-03-09 16:03:06.253 +00:00,2026-03-09 16:03:06.253 +00:00
117,35,Analyze and tamper with links in the application that deliver a file directly.,NULL,0,2026-03-09 16:03:06.253 +00:00,2026-03-09 16:03:06.253 +00:00
118,35,The file is not directly accessible because a security mechanism prevents access to it.,NULL,0,2026-03-09 16:03:06.253 +00:00,2026-03-09 16:03:06.253 +00:00
119,35,You need to trick the security mechanism into thinking that the file has a valid file type.,NULL,0,2026-03-09 16:03:06.253 +00:00,2026-03-09 16:03:06.253 +00:00
120,36,This challenge has nothing to do with mistyping web domains. There is no conveniently misplaced file helping you with this one either. Or is there?,NULL,0,2026-03-09 16:03:06.257 +00:00,2026-03-09 16:03:06.257 +00:00
121,36,This challenge has nothing to do with URLs or domains.,NULL,0,2026-03-09 16:03:06.257 +00:00,2026-03-09 16:03:06.257 +00:00
122,36,"Other than for its legacy companion, combing through the package.json.bak does not help for this challenge.",NULL,0,2026-03-09 16:03:06.258 +00:00,2026-03-09 16:03:06.258 +00:00
123,37,"Turns out that something is technically and legally wrong with the implementation of the ""right to be forgotten"" for users.",NULL,0,2026-03-09 16:03:06.263 +00:00,2026-03-09 16:03:06.263 +00:00
124,37,"Trying out the Request Data Erasure functionality might be interesting, but cannot help you solve this challenge in real time.",NULL,0,2026-03-09 16:03:06.263 +00:00,2026-03-09 16:03:06.263 +00:00
125,37,"If you have solved the challenge Retrieve a list of all user credentials via SQL Injection you might have already retrieved some information about how the Juice Shop ""deletes"" users upon their request.",NULL,0,2026-03-09 16:03:06.263 +00:00,2026-03-09 16:03:06.263 +00:00
126,37,What the Juice Shop does here is totally incompliant with GDPR. Luckily a 4% fine on a gross income of 0$ is still 0$.,NULL,0,2026-03-09 16:03:06.263 +00:00,2026-03-09 16:03:06.263 +00:00
127,38,Trick the regular Data Export to give you more than actually belongs to you.,NULL,0,2026-03-09 16:03:06.268 +00:00,2026-03-09 16:03:06.268 +00:00
128,38,"You should not try to steal data from a ""vanilla"" user who never even ordered something at the shop.",NULL,0,2026-03-09 16:03:06.268 +00:00,2026-03-09 16:03:06.268 +00:00
129,38,"As everything about this data export functionality happens on the server-side, it won’t be possible to just tamper with some HTTP requests to solve this challenge.",NULL,0,2026-03-09 16:03:06.268 +00:00,2026-03-09 16:03:06.268 +00:00
130,38,Inspecting various server responses which contain user-specific data might give you a clue about the mistake the developers made.,NULL,0,2026-03-09 16:03:06.268 +00:00,2026-03-09 16:03:06.268 +00:00
131,39,Finding a piece of displayed information that could originate from an HTTP header is part of this challenge.,NULL,0,2026-03-09 16:03:06.272 +00:00,2026-03-09 16:03:06.272 +00:00

